id,name,state,postcode,suburb,type
632,Australian International Academy of Education - Caroline Springs Primary Campus,VIC,3023,Caroline Springs,school
633,Australian International Academy of Education - Caroline Springs Senior Campus,VIC,3023,Caroline Springs,school
634,Australian International Academy of Education - Senior Campus,VIC,3058,Coburg North,school
635,"Australian International Academy, Kellyville Campus",NSW,2155,North Kellyville,school
636,"Australian International Academy, Sydney, Strathfield Campus",NSW,2135,Strathfield,school
637,Australian International High School,NSW,2000,Sydney,school
638,Australian International Islamic College,QLD,4077,Durack,school
639,Australian International Islamic College - Buranda Campus,QLD,4102,Buranda,school
640,Australian International Islamic College - Carrara Campus,QLD,4211,Carrara,school
641,Australian International Islamic College - Logan Reserve Campus,QLD,4133,Logan Reserve,school
642,Australian International Islamic College Darwin,NT,0828,Berrimah,school
643,Australian Islamic Centre College,VIC,3015,Newport,school
644,Australian Islamic College (Dianella),WA,6059,Dianella,school
645,Australian Islamic College (Forrestdale),WA,6112,Forrestdale,school
646,Australian Islamic College (Henley Brook),WA,6055,Henley Brook,school
647,Australian Islamic College (Kewdale),WA,6105,Kewdale,school
648,Australian Islamic College (Thornlie),WA,6108,Thornlie,school
649,Australian Islamic College Adelaide,SA,5008,West Croydon,school
650,Australian Islamic College of Sydney,NSW,2770,Mount Druitt,school
651,Australian Islamic College of Sydney Senior School,NSW,2766,Rooty Hill,school
652,Australian Performing Arts Grammar School,NSW,2037,Glebe,school
653,Australian Science and Mathematics School,SA,5042,Bedford Park,school
654,Australian Technology and Agricultural College,QLD,4280,North Maclean,school
655,Australian Trade College North Brisbane,QLD,4020,Scarborough,school
656,Australind Primary School,WA,6233,Australind,school
657,Australind Senior High School,WA,6233,Australind,school
658,Autism Queensland Education & Therapy Centre,QLD,4109,Sunnybank Hills,school
659,Autism Queensland Education & Therapy Centre - Brighton Campus,QLD,4017,Brighton,school
660,Autism Queensland Education & Therapy Centre - Edmonton Campus,QLD,4869,Edmonton,school
661,Avalon Public School,NSW,2107,Avalon Beach,school
662,Ave Maria College,VIC,3040,Aberfeldie,school
663,Aveley North Primary School,WA,6069,Aveley,school
664,Aveley Primary School,WA,6069,Aveley,school
665,Aveley Secondary College,WA,6069,Ellenbrook,school
666,Avenel Primary School,VIC,3664,Avenel,school
667,Avenues College,SA,5087,Windsor Gardens,school
668,Avenues Education,VIC,3189,Moorabbin,school
669,Avenues Education - Eastern Metropolitan,VIC,3135,Ringwood East,school
670,Aviation High,QLD,4011,Hendra,school
671,Avila College,VIC,3149,Mount Waverley,school
672,Avoca Beach Public School,NSW,2251,Avoca Beach,school
673,Avoca Primary School,VIC,3467,Avoca,school
674,Avoca Public School,NSW,2577,Avoca,school
675,Avoca State School,QLD,4670,Avoca,school
676,Avondale Primary School,VIC,3034,Avondale Heights,school
677,Avondale School,NSW,2265,Cooranbong,school
678,Avondale State School,QLD,4670,Avondale,school
679,Avonvale Education Support Centre,WA,6401,Northam,school
680,Avonvale Primary School,WA,6401,Northam,school
681,Awaba Public School,NSW,2283,Awaba,school
682,Awabakal Environmental Education Centre,NSW,2307,Shortland,school
683,Axedale Primary School,VIC,3551,Axedale,school
684,Ayr State High School,QLD,4807,Ayr,school
685,Ayr State School,QLD,4807,Ayr,school
686,Babakin Primary School,WA,6428,Babakin,school
687,Babinda State School,QLD,4861,Babinda,school
688,Bacchus Marsh College,VIC,3340,Bacchus Marsh,school
689,Bacchus Marsh Grammar - Maddingley Campus,VIC,3340,Bacchus Marsh,school
690,Bacchus Marsh Grammar - Staughton Vale Farm Campus,VIC,3340,Bacchus Marsh,school
691,Bacchus Marsh Grammar - Woodlea,VIC,3336,Aintree ,school
692,Bacchus Marsh Primary School,VIC,3340,Bacchus Marsh,school
693,Back Plains State School,QLD,4361,Back Plains,school
694,Baden Powell P-9 College,VIC,3029,Hoppers Crossing,school
695,Baden Powell P-9 College-Tarneit Campus,VIC,3029,Tarneit,school
696,Badger Creek Primary School,VIC,3777,Healesville,school
697,Badgingarra Primary School,WA,6521,Badgingarra,school
698,Bagdad Primary School,TAS,7030,Bagdad,school
699,Baimbridge College,VIC,3300,Hamilton,school
700,Bairnsdale Christian College,VIC,3875,Bairnsdale,school
701,Bairnsdale Primary School,VIC,3875,Bairnsdale,school
702,Bairnsdale Secondary College,VIC,3875,Bairnsdale,school
703,Bairnsdale Secondary College-Changing Lanes - VCAL,VIC,3875,Bairnsdale,school
704,Bairnsdale West Primary School,VIC,3875,Bairnsdale,school
705,Bajool State School,QLD,4699,Bajool,school
706,Bakers Hill Primary School,WA,6562,Bakers Hill,school
707,Bakewell Primary School,NT,0832,Bakewell,school
708,Balaclava State School,QLD,4870,Mooroobool,school
709,Balaklava High School,SA,5461,Balaklava,school
710,Balaklava Primary School,SA,5461,Balaklava,school
711,Balarang Public School,NSW,2529,Oak Flats,school
712,Balcatta Primary School,WA,6021,Balcatta,school
713,Balcatta Senior High School,WA,6021,Balcatta,school
714,Balcombe Grammar School,VIC,3934,Mount Martha,school
715,Bald Blair Public School,NSW,2365,Guyra,school
716,Bald Face Public School,NSW,2221,Blakehurst,school
717,Bald Hills State School,QLD,4036,Bald Hills,school
718,Baldivis Gardens Primary School,WA,6171,Baldivis,school
719,Baldivis Primary School,WA,6171,Baldivis,school
720,Baldivis Secondary College,WA,6171,Baldivis,school
721,Baler Primary School,WA,6722,South Hedland,school
722,Balga Primary School,WA,6061,Balga,school
723,Balga Senior High School,WA,6061,Balga,school
724,Balgowlah Heights Public School,NSW,2093,Balgowlah,school
725,Balgowlah North Public School,NSW,2093,North Balgowlah,school
726,Balgownie Public School,NSW,2519,Balgownie,school
727,Balingup Primary School,WA,6253,Balingup,school
728,Ballajura Community College,WA,6066,Ballajura,school
729,Ballajura Primary School,WA,6066,Ballajura,school
730,Ballam Park Primary School,VIC,3199,Frankston,school
731,Ballan Primary School,VIC,3342,Ballan,school
732,Ballandean State School,QLD,4382,Ballandean,school
733,Ballarat Christian College,VIC,3356,Sebastopol,school
734,Ballarat Clarendon College,VIC,3350,Ballarat,school
735,Ballarat Clarendon College - Second Campus,VIC,3350,Ballarat,school
736,Ballarat Clarendon College - Yuulong Campus,VIC,3237,Yuulong,school
737,Ballarat Grammar,VIC,3355,Wendouree,school
738,Ballarat Grammar - Mount Rowan Campus,VIC,3352,Mount Rowan,school
739,Ballarat High School,VIC,3350,Lake Gardens,school
740,Ballarat North Primary School,VIC,3350,Ballarat,school
741,Ballarat Primary School (Dana Street),VIC,3350,Ballarat,school
742,Ballarat Specialist School,VIC,3355,Lake Gardens,school
743,Ballarat Specialist School - Midlands Farm Campus,VIC,3350,Invermay Park,school
744,Ballarat Steiner School,VIC,3350,Mount Helen,school
745,Balliang East Primary School,VIC,3340,Balliang East,school
746,Ballimore Public School,NSW,2830,Ballimore,school
747,Ballina Coast High School,NSW,2478,Ballina,school
748,Ballina Public School,NSW,2478,Ballina,school
749,Balmain Public School,NSW,2041,Balmain,school
750,Balmoral K-12 Community College,VIC,3407,Balmoral,school
751,Balmoral State High School,QLD,4171,Balmoral,school
752,Balnarring Primary School,VIC,3926,Balnarring,school
753,Balranald Central School,NSW,2715,Balranald,school
754,Balwyn High School,VIC,3104,Balwyn North,school
755,Balwyn North Primary School,VIC,3104,Balwyn North,school
756,Balwyn Primary School,VIC,3103,Balwyn,school
757,Bambara Primary School,WA,6025,Padbury,school
758,Banana State School,QLD,4702,Banana,school
759,Bandiana Primary School,VIC,3691,Bandiana,school
760,Bangalow Public School,NSW,2479,Bangalow,school
761,Bangor Public School,NSW,2234,Bangor,school
762,Baniyala Garrangali School,NT,0822,East Arnhem,school
763,Banks Public School,NSW,2759,St Clair,school
764,Banksia Beach State School,QLD,4507,Banksia Beach,school
765,Banksia Grove Primary School,WA,6031,Banksia Grove,school
766,Banksia Montessori School,WA,6059,Dianella,school
767,Banksia Park International High School,SA,5091,Banksia Park,school
768,Banksia Park Primary School,WA,6149,Leeming,school
769,Banksia Park School R-6,SA,5091,Banksia Park,school
770,Banksia Road Public School,NSW,2190,Greenacre,school
771,Banksmeadow Public School,NSW,2019,Botany,school
772,Bankstown Girls High School,NSW,2200,Bankstown,school
773,Bankstown Hospital School,NSW,2200,Bankstown,school
774,Bankstown North Public School,NSW,2200,Bankstown,school
775,Bankstown Public School,NSW,2200,Bankstown,school
776,Bankstown Senior College,NSW,2200,Bankstown,school
777,Bankstown South Infants School,NSW,2200,Bankstown,school
778,Bankstown West Public School,NSW,2200,Bankstown,school
779,Bannister Creek Primary School,WA,6147,Lynwood,school
780,Bannockburn P-12 College,VIC,3331,Bannockburn,school
781,Banora Point High School,NSW,2486,Banora Point,school
782,Banora Point Public School,NSW,2486,Banora Point,school
783,Banum Warrik Primary School,VIC,3064,Kalkallo,school
784,Banyan Fields Primary School,VIC,3201,Carrum Downs,school
785,Banyule Primary School,VIC,3084,Rosanna,school
786,Baradine Central School,NSW,2396,Baradine,school
787,Baralaba State School,QLD,4702,Baralaba,school
788,Baranduda Primary School,VIC,3691,Baranduda,school
789,Barcaldine Prep-12 State School,QLD,4725,Barcaldine,school
790,Bardia Public School,NSW,2565,Bardia,school
791,Bardon State School,QLD,4065,Bardon,school
792,Bardwell Park Infants School,NSW,2207,Bardwell Park,school
793,Barellan Central School,NSW,2665,Barellan,school
794,Bargara State School,QLD,4670,Mon Repos,school
795,Bargo Public School,NSW,2574,Bargo,school
796,Barham High School,NSW,2732,Barham,school
797,Barham Public School,NSW,2732,Barham,school
798,Baringa Special School,VIC,3825,Moe,school
799,Baringa Special School-Baringa Homestead,VIC,3824,Childers,school
800,Baringa State Primary School,QLD,4551,Baringa,school
801,Baringa State Secondary College,QLD,4551,Baringa,school
802,Barker College,NSW,2077,Hornsby,school
803,Barker College Junior School,NSW,2077,Waitara,school
804,Barkers Vale Public School,NSW,2474,Wadeville,school
805,Barkly Highway State School,QLD,4825,Soldiers Hill,school
806,Barmedman Public School,NSW,2668,Barmedman,school
807,Barmera Primary School,SA,5345,Barmera,school
808,Barnawartha Primary School,VIC,3688,Barnawartha,school
809,Barnier Public School,NSW,2763,Quakers Hill,school
810,Barnsley Public School,NSW,2278,Barnsley,school
811,Barooga Public School,NSW,3644,Barooga,school
812,Barraba Central School,NSW,2347,Barraba,school
813,Barrack Heights Public School,NSW,2528,Barrack Heights,school
814,Barramurra Public School,NSW,2570,Oran Park,school
815,Barrawang Primary School,VIC,3750,Wollert,school
816,Barrenjoey High School,NSW,2107,Avalon Beach,school
817,Barrenjoey Montessori School,NSW,2107,Avalon,school
818,Barrett Adolescent Centre Special School,QLD,4105,Tennyson,school
819,Barrington Public School,NSW,2422,Barrington,school
820,Bartle Frere State School,QLD,4861,Bartle Frere,school
821,Barton Primary School,VIC,3977,Cranbourne West,school
822,Barunga School,NT,0852,Barunga,school
823,Barwon Heads Primary School,VIC,3227,Barwon Heads,school
824,Barwon Learning Centre,NSW,2400,Moree,school
825,Barwon Valley School,VIC,3216,Belmont,school
826,Baryulgil Public School,NSW,2460,Baryulgil,school
827,Basket Range Primary School,SA,5138,Basket Range,school
828,Bass Coast College,VIC,3995,Wonthaggi,school
829,Bass Coast College - San Remo Campus,VIC,3925,San Remo,school
830,Bass Coast College-Community VCAL Program Campus,VIC,3995,Wonthaggi,school
831,Bass Coast College-Dudley Campus,VIC,3995,Wonthaggi,school
832,Bass Coast Specialist School,VIC,3995,Wonthaggi,school
833,Bass High School,NSW,2197,Bass Hill,school
834,Bass Hill Public School,NSW,2197,Bass Hill,school
835,Bass Valley Primary School,VIC,3984,Corinella,school
836,Bassendean Primary School,WA,6054,Bassendean,school
837,Batchelor Area School,NT,0845,Batchelor,school
838,Bateau Bay Public School,NSW,2261,Bateau Bay,school
839,Bateman Primary School,WA,6150,Bateman,school
840,Batemans Bay High School,NSW,2536,Batehaven,school
841,Batemans Bay Public School,NSW,2536,Surfside,school
842,Bates Drive School,NSW,2232,Kareela,school
843,Bathurst Public School,NSW,2795,Bathurst,school
844,Bathurst South Public School,NSW,2795,Bathurst,school
845,Bathurst West Public School,NSW,2795,Bathurst,school
846,Batlow Technology School,NSW,2730,Batlow,school
847,Bauhinia State School,QLD,4718,Bauhinia,school
848,Baulkham Hills High School,NSW,2153,Baulkham Hills,school
849,Baulkham Hills North Public School,NSW,2153,Baulkham Hills,school
850,Bauple State School,QLD,4650,Bauple,school
851,Baxter Primary School,VIC,3911,Baxter,school
852,Bay View State School,QLD,4164,Thornlands,school
853,Bayanami Public School,NSW,2150,Parramatta,school
854,Bayles Regional Primary School,VIC,3981,Bayles,school
855,Baynton West Primary School,WA,6714,Baynton,school
856,Bayside Christian College,VIC,3911,Langwarrin South,school
857,Bayside Christian College Hervey Bay,QLD,4655,Urraween,school
858,Bayside P-12 College,VIC,3016,Williamstown,school
859,Bayside P-12 College-Altona North Campus,VIC,3025,Altona North,school
860,Bayside P-12 College-Paisley Campus,VIC,3015,Newport,school
861,Bayside Special Developmental School,VIC,3189,Moorabbin,school
862,Bayswater North Primary School,VIC,3153,Bayswater North,school
863,Bayswater Primary School,VIC,3153,Bayswater,school
864,Bayswater Primary School,WA,6053,Bayswater,school
865,Bayswater Secondary College,VIC,3153,Bayswater,school
866,Bayswater South Primary School,VIC,3153,Bayswater,school
867,Bayswater West Primary School,VIC,3153,Bayswater,school
868,Bayulu Remote Community School,WA,6765,Fitzroy Crossing,school
869,Bayview College,VIC,3305,Portland,school
870,Bayview Secondary College,TAS,7019,Rokeby,school
871,Beachlands Primary School,WA,6530,Geraldton,school
872,Beachmere State School,QLD,4510,Beachmere,school
873,Beachport Primary School,SA,5280,Beachport,school
874,Beacon Hill Public School,NSW,2100,Beacon Hill,school
875,Beacon Primary School,WA,6472,Beacon,school
876,Beaconhills College,VIC,3810,Pakenham,school
877,Beaconhills College - Village Campus,VIC,3806,Berwick,school
878,Beaconsfield Primary School,WA,6162,Beaconsfield,school
879,Beaconsfield Primary School - Rottnest Island Campus,WA,6161,Rottnest Island,school
880,Beaconsfield Primary School,TAS,7270,Beaconsfield,school
881,Beaconsfield Primary School,VIC,3807,Beaconsfield,school
882,Beaconsfield State School,QLD,4740,Beaconsfield,school
883,Beaconsfield Upper Primary School,VIC,3808,Beaconsfield Upper,school
884,Bealiba Primary School,VIC,3475,Bealiba,school
885,Beaudesert State High School,QLD,4285,Beaudesert,school
886,Beaudesert State School,QLD,4285,Beaudesert,school
887,Beaufort Primary School,VIC,3373,Beaufort,school
888,Beaufort Secondary College,VIC,3373,Beaufort,school
889,Beaumaris North Primary School,VIC,3193,Beaumaris,school
890,Beaumaris Primary School,VIC,3193,Beaumaris,school
891,Beaumaris Primary School,WA,6027,Ocean Reef,school
892,Beaumaris Secondary College,VIC,3193,Beaumaris,school
893,Beaumont Hills Public School,NSW,2155,Beaumont Hills,school
894,Beaumont Road Public School,NSW,2071,Killara,school
895,Beauty Point Public School,NSW,2088,Mosman,school
896,Beckenham Primary School,WA,6107,Beckenham,school
897,Bede Polding College,NSW,2756,South Windsor,school
898,Bedgerabong Public School,NSW,2871,Bedgerabong,school
899,Bedourie State School,QLD,4829,Bedourie,school
900,Beeac Primary School,VIC,3251,Beeac,school
901,Beechboro Christian School,WA,6063,Bennett Springs,school
902,Beechboro Christian School - Marshall Road Campus,WA,6063,Bennett Springs,school
903,Beechboro Primary School,WA,6063,Beechboro,school
904,Beechmont State School,QLD,4211,Beechmont,school
905,Beechwood Public School,NSW,2446,Wauchope,school
906,Beechworth Montessori School,VIC,3747,Beechworth,school
907,Beechworth Primary School,VIC,3747,Beechworth,school
908,Beechworth Secondary College,VIC,3747,Beechworth,school
